hospital_id,hospital_type,city_region,blood_type,day_of_week,month,season,temperature_c,rainfall_mm,dengue_cases_weekly,road_accidents,emergency_cases,scheduled_surgeries,holiday,blood_donation_camp,current_inventory,expected_demand_units
22,Clinic,Urban,A+,4,6,Monsoon,24.0,83.2,10,11,5,1,0,0,55,36
7,Trauma,Urban,O+,7,4,Summer,26.7,2.0,4,11,16,0,0,0,218,91
8,Clinic,Rural,O+,7,3,Summer,30.9,11.5,12,9,11,1,0,0,20,36
9,General,Urban,O+,4,7,Monsoon,27.8,11.0,10,5,10,5,0,0,103,70
5,General,Urban,O+,6,6,Monsoon,28.5,243.0,34,19,16,6,0,0,123,104
4,Clinic,Semi-Urban,B-,3,3,Summer,35.5,25.7,5,5,4,1,0,0,31,23
9,General,Urban,AB+,7,9,Monsoon,28.8,95.4,17,10,19,2,0,0,87,81
22,Clinic,Urban,O-,3,5,Summer,32.1,2.4,5,11,9,9,0,0,37,50
1,Trauma,Rural,O+,2,5,Summer,31.5,20.8,5,9,21,4,0,0,150,71
8,Clinic,Rural,O+,1,6,Monsoon,28.1,61.1,17,7,4,6,0,0,20,37
2,Trauma,Semi-Urban,A+,6,2,Winter,17.4,6.9,5,12,15,3,0,0,225,77
15,Trauma,Urban,B-,3,6,Monsoon,29.7,151.6,14,11,22,6,0,0,246,108
7,Trauma,Urban,O+,6,7,Monsoon,28.1,66.6,11,14,20,3,0,0,200,103
20,General,Urban,A+,1,2,Winter,21.9,3.1,5,11,9,8,0,0,136,74
15,Trauma,Urban,B+,4,7,Monsoon,25.6,45.2,15,13,27,7,0,1,299,119
20,General,Urban,A+,3,1,Winter,21.2,0.7,3,8,9,6,0,0,149,64
16,General,Semi-Urban,O+,4,8,Monsoon,33.1,81.8,8,10,12,4,0,1,101,63
11,General,Semi-Urban,O+,2,1,Winter,18.2,5.3,7,7,8,7,0,0,113,60
22,Clinic,Urban,O+,1,3,Summer,35.5,12.4,4,6,5,2,0,1,71,30
12,General,Urban,O+,3,5,Summer,31.2,10.4,7,9,11,4,0,0,162,68
24,Trauma,Rural,O+,4,8,Monsoon,29.7,120.2,14,16,23,2,0,0,150,81
25,General,Semi-Urban,B-,6,9,Monsoon,30.4,73.7,10,12,21,3,0,0,94,72
15,Trauma,Urban,O+,4,6,Monsoon,25.5,95.5,16,9,17,2,0,0,271,96
17,Trauma,Semi-Urban,A+,2,2,Winter,19.8,2.5,7,8,11,4,0,0,168,76
7,Trauma,Urban,O-,2,5,Summer,34.8,11.1,10,4,10,2,0,0,207,80
21,General,Urban,O+,5,10,Summer,35.2,3.9,3,11,12,3,0,0,147,68
17,Trauma,Semi-Urban,B+,4,2,Winter,20.4,1.9,5,11,18,6,0,0,150,83
23,General,Semi-Urban,O+,7,9,Monsoon,28.6,238.4,16,24,17,3,0,0,89,88
7,Trauma,Urban,B-,4,5,Summer,33.6,3.5,4,9,10,3,1,0,229,84
20,General,Urban,B+,4,1,Winter,20.5,10.4,4,7,7,1,0,0,141,57
12,General,Urban,A+,1,9,Monsoon,30.3,92.9,6,10,12,11,0,1,189,81
5,General,Urban,O+,2,1,Winter,16.3,0.7,4,4,7,2,0,0,123,55
5,General,Urban,AB+,6,5,Summer,34.0,21.2,9,11,17,3,0,1,136,79
15,Trauma,Urban,A+,3,3,Summer,28.7,3.3,7,8,15,6,0,0,270,94
8,Clinic,Rural,O+,3,8,Monsoon,28.8,138.9,14,18,4,2,0,0,20,41
3,Clinic,Urban,A-,5,1,Winter,21.7,4.5,6,9,5,2,0,1,76,35
11,General,Semi-Urban,O+,1,2,Winter,17.2,3.5,10,2,4,4,0,0,111,50
17,Trauma,Semi-Urban,A+,4,7,Monsoon,27.4,101.9,18,9,26,0,1,0,172,89
8,Clinic,Rural,B-,3,12,Winter,17.3,4.3,7,9,4,4,0,0,20,32
24,Trauma,Rural,A+,2,1,Winter,16.8,2.8,9,7,16,3,1,0,150,66
20,General,Urban,A-,3,6,Monsoon,27.7,260.8,42,19,15,1,0,0,129,97
13,Clinic,Rural,AB-,4,10,Summer,31.6,28.9,8,6,3,3,0,0,25,29
24,Trauma,Rural,B+,2,4,Summer,33.3,20.6,7,9,13,3,0,0,150,67
11,General,Semi-Urban,B+,4,6,Monsoon,24.3,64.9,11,9,12,7,0,0,121,68
4,Clinic,Semi-Urban,A+,6,11,Summer,35.8,8.2,6,8,2,2,0,1,51,26
1,Trauma,Rural,O+,2,9,Monsoon,27.7,105.4,17,12,22,6,0,0,150,86
24,Trauma,Rural,A+,7,4,Summer,32.7,8.3,7,8,12,0,0,1,159,57
24,Trauma,Rural,A+,5,10,Summer,34.1,9.9,6,7,15,6,0,0,150,68
19,Clinic,Rural,O+,6,9,Monsoon,26.3,146.1,14,20,5,3,0,0,20,44
3,Clinic,Urban,A+,1,7,Monsoon,30.4,204.2,25,12,3,3,0,0,45,48
8,Clinic,Rural,O+,6,6,Monsoon,25.7,107.1,15,15,6,1,1,0,20,38
2,Trauma,Semi-Urban,O+,3,12,Winter,19.9,3.9,3,7,14,6,0,0,233,78
2,Trauma,Semi-Urban,O+,5,11,Summer,31.9,2.4,5,8,10,4,0,0,228,74
7,Trauma,Urban,B+,6,12,Winter,20.4,5.8,8,10,19,6,0,1,226,100
15,Trauma,Urban,AB+,2,9,Monsoon,30.1,152.1,15,17,17,6,0,1,272,107
2,Trauma,Semi-Urban,A+,2,5,Summer,37.3,25.4,6,12,24,3,0,0,205,92
25,General,Semi-Urban,B+,1,2,Winter,22.4,15.7,9,11,8,3,0,0,95,58
12,General,Urban,B+,5,2,Winter,18.9,2.3,8,15,16,3,0,1,170,82
7,Trauma,Urban,A-,6,12,Winter,21.7,9.3,5,12,20,4,0,0,211,99
13,Clinic,Rural,O-,3,5,Summer,38.9,30.2,14,10,6,5,0,0,22,38
20,General,Urban,O+,2,2,Winter,14.6,4.0,5,7,4,1,0,0,143,53
8,Clinic,Rural,O+,3,3,Summer,32.2,3.3,9,9,3,3,0,0,20,28
2,Trauma,Semi-Urban,A+,3,1,Winter,13.5,8.0,5,5,3,9,0,0,236,67
2,Trauma,Semi-Urban,O+,7,7,Monsoon,30.2,227.3,26,26,42,3,0,0,191,131
22,Clinic,Urban,O+,1,8,Monsoon,22.5,34.0,12,9,2,6,0,0,45,45
3,Clinic,Urban,O+,3,5,Summer,28.7,18.9,10,3,1,1,0,0,56,28
16,General,Semi-Urban,O+,5,9,Monsoon,23.7,93.6,19,7,8,4,0,0,91,62
10,General,Urban,O+,2,6,Monsoon,21.8,90.0,13,7,7,9,0,1,180,78
20,General,Urban,O+,7,12,Winter,18.8,0.7,6,11,5,2,0,0,141,64
2,Trauma,Semi-Urban,A+,7,10,Summer,30.7,27.4,4,8,10,3,0,1,246,70
23,General,Semi-Urban,O-,3,1,Winter,12.9,2.6,5,11,8,3,0,0,99,57
18,Trauma,Semi-Urban,O+,6,4,Summer,33.9,41.8,8,12,16,1,0,1,229,75
12,General,Urban,O+,6,10,Summer,34.1,10.5,6,12,10,3,0,0,166,68
6,General,Urban,O+,5,7,Monsoon,21.4,59.0,12,8,7,5,0,0,163,70
25,General,Semi-Urban,AB-,2,10,Summer,31.9,8.8,2,10,12,10,0,0,80,69
8,Clinic,Rural,O+,1,5,Summer,33.8,10.9,8,8,3,5,0,0,20,30
13,Clinic,Rural,O+,3,1,Winter,16.9,3.0,7,10,4,3,0,0,21,32
10,General,Urban,O+,1,10,Summer,33.0,27.4,8,14,13,7,0,0,151,80
6,General,Urban,A+,3,10,Summer,37.5,10.6,4,4,6,4,0,0,159,57
11,General,Semi-Urban,O+,5,8,Monsoon,33.4,210.3,31,19,19,5,0,0,87,95
4,Clinic,Semi-Urban,O+,5,5,Summer,33.1,27.0,5,4,3,2,0,0,29,26
1,Trauma,Rural,AB+,2,1,Winter,14.0,7.0,7,10,28,3,0,0,150,82
8,Clinic,Rural,A+,1,9,Monsoon,26.3,150.8,17,13,9,3,0,0,20,47
3,Clinic,Urban,AB+,2,8,Monsoon,27.6,38.4,8,13,6,3,0,1,71,45
11,General,Semi-Urban,B+,4,9,Monsoon,26.8,157.7,21,17,19,4,0,0,88,85
22,Clinic,Urban,O+,6,3,Summer,35.8,27.1,6,13,6,2,0,0,47,41
5,General,Urban,B-,3,9,Monsoon,33.6,218.7,29,19,18,7,0,0,119,104
1,Trauma,Rural,B+,3,9,Monsoon,21.9,21.5,7,9,17,1,0,0,150,64
3,Clinic,Urban,O+,4,11,Summer,32.5,26.2,3,11,3,1,0,0,59,34
13,Clinic,Rural,AB-,1,7,Monsoon,31.6,22.2,2,11,4,3,0,0,26,24
7,Trauma,Urban,A+,2,9,Monsoon,25.4,137.9,19,16,21,2,0,0,224,111
13,Clinic,Rural,O+,1,5,Summer,36.4,17.4,2,9,1,4,0,1,55,22
1,Trauma,Rural,O-,4,9,Monsoon,28.9,45.0,10,6,16,4,0,0,150,67
9,General,Urban,AB+,4,9,Monsoon,30.7,97.3,14,12,20,10,0,0,87,94
11,General,Semi-Urban,A+,5,10,Summer,39.7,11.6,2,12,11,4,0,1,137,60
11,General,Semi-Urban,B+,5,11,Summer,35.0,18.1,9,11,10,6,0,0,98,65
14,Trauma,Semi-Urban,O+,3,1,Winter,12.8,3.8,7,5,12,3,0,0,202,72
20,General,Urban,O+,7,10,Summer,31.9,16.4,9,8,11,4,0,1,169,68
12,General,Urban,B+,7,10,Summer,40.6,10.1,5,9,12,5,0,0,143,70
22,Clinic,Urban,A+,1,7,Monsoon,22.8,320.0,35,25,6,3,0,0,43,69
14,Trauma,Semi-Urban,O-,7,7,Monsoon,28.5,118.2,14,23,37,2,0,1,188,117
7,Trauma,Urban,A+,2,9,Monsoon,19.5,64.7,7,8,19,5,0,0,228,95
6,General,Urban,AB-,2,6,Monsoon,22.9,61.7,11,10,6,7,0,0,147,76
9,General,Urban,A+,4,5,Summer,36.7,21.8,10,15,12,6,0,0,85,79
15,Trauma,Urban,O+,1,10,Summer,34.1,68.4,13,9,13,2,0,0,279,92
7,Trauma,Urban,O+,3,10,Summer,32.9,29.1,4,6,13,5,0,0,234,87
23,General,Semi-Urban,B+,2,3,Summer,31.6,12.7,6,10,9,5,0,0,103,61
12,General,Urban,A+,4,10,Summer,28.0,2.4,5,6,11,5,0,0,147,66
22,Clinic,Urban,O+,6,4,Summer,36.1,6.3,8,10,2,2,0,0,45,37
18,Trauma,Semi-Urban,O+,7,2,Winter,17.2,2.2,2,16,25,4,0,0,217,91
9,General,Urban,O+,2,11,Summer,29.4,2.2,4,16,9,3,0,0,107,67
6,General,Urban,B+,4,3,Summer,34.1,11.1,6,8,12,5,0,1,164,73
19,Clinic,Rural,O+,4,3,Summer,35.7,20.0,7,11,6,2,0,0,20,31
9,General,Urban,B+,3,4,Summer,33.4,9.4,3,4,8,5,0,0,111,59
7,Trauma,Urban,A+,5,6,Monsoon,27.3,163.4,31,18,27,3,0,0,203,128
24,Trauma,Rural,A+,7,2,Winter,18.1,2.4,8,15,19,4,0,0,150,77
13,Clinic,Rural,O+,3,2,Winter,15.9,1.0,7,18,4,2,0,0,22,32
2,Trauma,Semi-Urban,O+,1,5,Summer,34.2,7.1,8,10,16,3,0,1,237,80
13,Clinic,Rural,O+,7,3,Summer,36.2,6.5,7,11,3,2,0,0,30,27
12,General,Urban,O-,7,3,Summer,37.1,2.8,6,6,11,2,0,0,144,62
22,Clinic,Urban,O+,3,11,Summer,36.4,5.3,7,6,2,2,0,0,56,28
18,Trauma,Semi-Urban,O-,4,8,Monsoon,25.0,15.0,10,7,10,4,0,0,208,74
5,General,Urban,O-,7,1,Winter,19.9,0.5,5,17,14,3,0,0,131,77
4,Clinic,Semi-Urban,A+,4,2,Winter,19.4,2.6,5,8,4,5,0,0,31,33
16,General,Semi-Urban,B+,4,10,Summer,31.9,7.7,5,8,11,7,0,0,80,64
2,Trauma,Semi-Urban,A+,7,4,Summer,32.6,44.4,9,12,15,3,0,0,218,82
8,Clinic,Rural,O+,6,2,Winter,20.0,1.6,7,10,4,0,0,0,20,28
4,Clinic,Semi-Urban,O+,4,8,Monsoon,31.1,64.0,8,13,4,3,0,0,22,35
1,Trauma,Rural,O+,2,11,Summer,28.6,14.5,8,8,15,5,0,0,150,66
23,General,Semi-Urban,A+,4,5,Summer,38.9,24.7,7,8,12,7,0,0,110,61
3,Clinic,Urban,B+,5,9,Monsoon,30.5,213.5,29,19,9,6,0,0,37,68
1,Trauma,Rural,B+,2,6,Monsoon,27.6,103.9,12,19,26,11,0,0,150,99
24,Trauma,Rural,O-,4,2,Winter,17.3,3.2,4,10,15,6,0,0,150,66
5,General,Urban,A+,5,10,Summer,35.2,6.8,8,11,7,4,0,0,125,66
21,General,Urban,O-,1,12,Winter,16.1,3.8,7,8,14,6,0,0,155,74
1,Trauma,Rural,O+,4,12,Winter,17.5,8.4,7,5,10,3,0,0,150,55
4,Clinic,Semi-Urban,A+,6,2,Winter,13.6,3.7,9,14,6,2,0,0,27,38
3,Clinic,Urban,O+,2,7,Monsoon,21.8,120.1,12,10,6,1,0,0,46,40
18,Trauma,Semi-Urban,A+,4,8,Monsoon,34.0,157.7,26,19,35,2,0,0,185,119
16,General,Semi-Urban,A+,5,1,Winter,18.2,4.6,6,0,5,1,0,0,87,41
12,General,Urban,O+,1,12,Winter,18.6,5.2,3,11,11,3,0,0,147,71
7,Trauma,Urban,B+,5,2,Winter,17.9,4.5,5,13,19,2,0,0,210,97
3,Clinic,Urban,O-,2,4,Summer,31.5,5.0,3,8,4,1,0,0,63,32
15,Trauma,Urban,A+,3,12,Winter,17.1,3.9,4,11,26,2,0,0,245,101
6,General,Urban,B+,5,7,Monsoon,27.3,104.1,17,13,13,8,0,0,146,85
15,Trauma,Urban,AB+,1,9,Monsoon,26.4,255.2,26,23,34,4,0,0,242,137
18,Trauma,Semi-Urban,O+,1,6,Monsoon,24.7,51.3,11,11,22,3,0,0,216,92
22,Clinic,Urban,O+,4,10,Summer,35.4,14.1,6,3,4,5,0,0,52,30
13,Clinic,Rural,B+,7,1,Winter,18.6,2.6,3,18,6,2,0,0,23,36
1,Trauma,Rural,B+,1,9,Monsoon,28.2,241.3,24,14,23,3,0,0,150,89
8,Clinic,Rural,O-,6,1,Winter,20.1,7.6,5,10,5,3,0,0,20,28
22,Clinic,Urban,O+,1,3,Summer,33.5,13.9,8,17,2,5,0,0,54,47
14,Trauma,Semi-Urban,O+,4,7,Monsoon,26.5,3.7,4,10,16,5,0,0,187,80
16,General,Semi-Urban,B-,4,6,Monsoon,31.4,190.1,27,12,14,5,0,0,81,79
12,General,Urban,A+,4,2,Winter,15.2,0.9,8,4,7,12,0,0,148,68
5,General,Urban,O+,1,10,Summer,28.4,1.9,4,6,5,8,0,0,115,65
23,General,Semi-Urban,B+,6,4,Summer,35.7,23.6,5,13,5,2,0,0,105,58
20,General,Urban,O-,2,11,Summer,32.1,17.5,9,10,9,5,0,0,151,72
25,General,Semi-Urban,A+,6,1,Winter,14.8,4.7,5,10,5,3,0,0,92,50
22,Clinic,Urban,O-,5,3,Summer,36.7,7.2,8,8,3,3,0,0,46,36
8,Clinic,Rural,O-,4,4,Summer,33.6,2.6,1,5,1,4,0,0,20,21
7,Trauma,Urban,O+,3,8,Monsoon,23.2,5.2,3,9,22,1,0,0,225,93
7,Trauma,Urban,A-,5,5,Summer,39.8,16.3,3,10,18,5,0,1,232,97
23,General,Semi-Urban,O+,7,2,Winter,13.2,1.1,2,13,7,4,0,1,128,55
14,Trauma,Semi-Urban,A+,7,7,Monsoon,26.7,129.8,19,18,29,2,0,0,200,106
12,General,Urban,A-,7,12,Winter,12.3,1.2,2,22,18,3,1,0,152,81
25,General,Semi-Urban,A+,2,2,Winter,18.8,4.1,2,16,13,2,0,0,82,62
16,General,Semi-Urban,A+,5,4,Summer,32.1,4.8,4,8,6,5,0,0,82,56
23,General,Semi-Urban,O-,3,6,Monsoon,29.5,154.0,12,12,10,5,0,0,99,67
25,General,Semi-Urban,O+,7,9,Monsoon,26.9,111.9,15,10,12,3,0,0,84,64
2,Trauma,Semi-Urban,B-,7,2,Winter,22.1,3.8,13,9,22,2,0,0,218,86
10,General,Urban,A+,7,3,Summer,32.7,5.6,5,10,15,0,0,0,151,66
19,Clinic,Rural,O+,2,3,Summer,29.2,2.9,3,3,2,2,0,0,26,19
21,General,Urban,O+,3,8,Monsoon,27.7,115.9,13,10,13,13,0,0,141,89
4,Clinic,Semi-Urban,O+,5,1,Winter,17.2,2.1,4,10,9,2,0,0,25,36
8,Clinic,Rural,AB+,6,8,Monsoon,21.5,90.2,18,11,5,2,0,0,20,37
14,Trauma,Semi-Urban,B+,3,6,Monsoon,23.8,86.3,16,7,22,1,0,0,183,88
20,General,Urban,B+,1,4,Summer,31.8,11.4,6,2,9,3,0,0,157,57
3,Clinic,Urban,O-,1,11,Summer,38.7,26.9,6,9,2,3,0,0,61,33
16,General,Semi-Urban,O+,5,10,Summer,36.1,11.6,1,11,6,4,0,0,82,51
8,Clinic,Rural,O+,4,10,Summer,33.0,4.9,4,16,5,0,0,0,20,32
6,General,Urban,B+,4,11,Summer,35.4,19.4,4,9,10,8,0,0,143,73
13,Clinic,Rural,B+,6,3,Summer,27.9,18.9,3,11,8,0,0,0,24,26
11,General,Semi-Urban,B+,1,11,Summer,32.3,6.7,6,14,12,3,0,0,122,64
16,General,Semi-Urban,AB+,6,3,Summer,35.2,5.6,8,12,7,4,0,0,94,57
8,Clinic,Rural,B+,2,4,Summer,34.5,15.7,7,7,2,4,0,0,20,28
21,General,Urban,A+,7,7,Monsoon,25.4,30.2,6,10,13,5,0,1,169,74
2,Trauma,Semi-Urban,A+,7,9,Monsoon,26.9,112.4,12,15,20,1,0,0,212,87
22,Clinic,Urban,O-,4,7,Monsoon,28.0,220.4,24,16,5,4,0,0,49,55
1,Trauma,Rural,B+,3,7,Monsoon,27.0,134.8,19,13,28,4,0,0,150,92
19,Clinic,Rural,O-,2,5,Summer,36.6,33.3,13,6,3,4,0,0,21,32
9,General,Urban,A-,2,8,Monsoon,28.0,90.7,11,13,11,8,0,0,91,83
10,General,Urban,A+,7,6,Monsoon,28.5,90.5,15,11,7,1,0,0,152,68
1,Trauma,Rural,B-,2,6,Monsoon,32.1,98.2,14,10,21,3,0,1,161,78
18,Trauma,Semi-Urban,A+,4,8,Monsoon,29.5,120.2,13,17,30,8,0,0,213,113
5,General,Urban,A+,4,8,Monsoon,32.2,115.3,14,14,14,5,0,0,127,85
17,Trauma,Semi-Urban,O+,5,4,Summer,32.0,5.8,8,8,15,6,0,1,177,84
19,Clinic,Rural,A+,6,2,Winter,13.2,3.4,6,13,7,1,0,0,20,30
22,Clinic,Urban,B+,4,4,Summer,33.6,26.3,10,8,3,2,0,0,51,34
18,Trauma,Semi-Urban,A+,6,5,Summer,33.3,4.7,12,7,20,2,0,0,210,84
8,Clinic,Rural,O+,4,2,Winter,22.4,3.9,4,13,5,3,0,1,37,33
19,Clinic,Rural,O-,4,3,Summer,30.6,16.8,7,6,0,2,0,1,48,22
21,General,Urban,O+,2,12,Winter,17.8,4.8,9,10,5,8,0,0,167,72
8,Clinic,Rural,O-,2,4,Summer,35.2,2.8,4,9,6,4,0,0,20,35
4,Clinic,Semi-Urban,A+,4,9,Monsoon,27.3,35.4,4,4,3,2,0,0,38,24
23,General,Semi-Urban,O+,1,2,Winter,17.5,7.3,13,11,8,6,0,0,104,67
4,Clinic,Semi-Urban,A-,3,12,Winter,19.1,7.2,8,4,1,1,0,0,35,22
15,Trauma,Urban,O+,4,3,Summer,37.2,12.2,9,13,29,2,0,0,245,110
6,General,Urban,O+,4,5,Summer,38.6,15.2,4,9,7,2,0,0,154,61
4,Clinic,Semi-Urban,B+,6,10,Summer,34.1,5.2,5,13,4,3,0,0,34,36
20,General,Urban,O+,7,3,Summer,31.6,3.6,5,10,7,3,0,0,147,66
4,Clinic,Semi-Urban,O-,6,7,Monsoon,31.6,16.4,3,6,4,1,0,1,61,25
17,Trauma,Semi-Urban,O+,1,10,Summer,30.8,3.5,6,14,17,4,0,0,157,84
18,Trauma,Semi-Urban,O+,3,1,Winter,23.4,4.3,6,7,12,4,0,0,201,72
2,Trauma,Semi-Urban,A+,6,1,Winter,22.0,3.1,6,8,14,2,0,0,220,71
5,General,Urban,A-,5,10,Summer,38.5,13.2,6,8,12,4,0,0,116,66
20,General,Urban,O+,4,4,Summer,36.1,13.0,4,7,10,7,0,0,132,70
13,Clinic,Rural,B+,4,11,Summer,27.7,4.5,6,5,2,4,0,0,30,22
4,Clinic,Semi-Urban,O+,3,12,Winter,14.9,4.5,3,8,0,1,0,0,38,21
25,General,Semi-Urban,A-,5,11,Summer,34.9,28.0,8,14,14,1,1,0,92,63
7,Trauma,Urban,O+,2,12,Winter,16.0,1.3,6,10,9,4,0,0,229,85
1,Trauma,Rural,O-,4,10,Summer,33.1,11.5,9,3,8,4,0,0,150,51
24,Trauma,Rural,O+,2,5,Summer,35.8,19.8,3,13,22,4,0,0,150,75
1,Trauma,Rural,O+,5,12,Winter,17.5,7.2,7,11,28,4,0,0,150,83
14,Trauma,Semi-Urban,B+,7,5,Summer,30.3,17.2,10,10,20,7,0,0,170,90
25,General,Semi-Urban,O+,4,8,Monsoon,29.7,39.1,2,5,6,7,0,0,88,54
15,Trauma,Urban,B+,3,1,Winter,19.5,0.5,7,4,15,2,0,1,298,84
15,Trauma,Urban,O-,7,12,Winter,17.3,2.6,2,14,17,0,1,0,263,91
10,General,Urban,B+,5,8,Monsoon,29.1,75.8,7,10,15,6,0,0,164,80
4,Clinic,Semi-Urban,A+,3,12,Winter,18.3,7.2,2,13,4,2,0,0,29,33
15,Trauma,Urban,O+,1,5,Summer,38.0,8.5,4,11,16,0,0,1,288,91
23,General,Semi-Urban,B+,1,4,Summer,34.5,4.4,6,11,5,4,0,0,113,55
3,Clinic,Urban,AB+,2,7,Monsoon,31.0,46.9,3,11,3,2,0,0,63,31
23,General,Semi-Urban,A-,2,11,Summer,28.4,17.1,7,17,15,6,0,0,113,76
11,General,Semi-Urban,O+,6,7,Monsoon,28.4,87.0,12,21,16,3,0,0,109,80
14,Trauma,Semi-Urban,A+,4,10,Summer,32.8,10.6,4,7,15,3,0,0,194,75
5,General,Urban,A-,7,3,Summer,31.4,25.8,12,8,6,5,0,0,127,67
16,General,Semi-Urban,A+,4,10,Summer,37.5,1.0,4,12,11,5,0,0,89,62
5,General,Urban,O+,7,9,Monsoon,29.7,157.3,24,6,13,0,0,0,112,72
7,Trauma,Urban,B-,4,11,Summer,28.0,0.3,8,12,17,5,0,1,236,100
19,Clinic,Rural,O+,3,1,Winter,20.1,6.2,7,6,1,2,0,0,26,23
2,Trauma,Semi-Urban,A+,6,5,Summer,35.8,13.6,5,8,13,5,0,0,227,76
12,General,Urban,A-,4,2,Winter,15.8,3.7,8,9,9,11,0,0,159,78
15,Trauma,Urban,O+,2,5,Summer,31.5,13.2,5,8,20,3,0,1,300,96
4,Clinic,Semi-Urban,O-,4,10,Summer,29.2,21.7,7,10,3,3,0,0,35,31
8,Clinic,Rural,O+,5,8,Monsoon,26.0,33.0,15,12,5,6,0,0,20,43
9,General,Urban,A+,3,10,Summer,33.5,18.5,9,13,16,5,0,0,112,82
17,Trauma,Semi-Urban,O+,5,9,Monsoon,29.4,154.7,21,15,27,3,0,0,155,104
25,General,Semi-Urban,O+,7,12,Winter,18.8,3.2,1,7,4,3,0,0,93,44
21,General,Urban,A+,3,11,Summer,30.8,7.1,6,7,7,6,0,0,157,64
5,General,Urban,B+,3,8,Monsoon,27.7,18.1,4,7,5,4,0,0,130,59
1,Trauma,Rural,O+,3,11,Summer,33.2,61.0,9,18,27,4,0,0,150,89
2,Trauma,Semi-Urban,AB+,6,1,Winter,15.2,3.8,4,9,11,2,0,0,225,72
15,Trauma,Urban,B+,2,9,Monsoon,22.2,15.1,6,8,17,4,0,0,253,92
4,Clinic,Semi-Urban,AB-,7,7,Monsoon,28.9,37.5,4,9,1,3,0,0,35,27
6,General,Urban,A-,3,12,Winter,19.3,2.1,5,6,14,6,0,1,170,70
22,Clinic,Urban,A+,6,7,Monsoon,28.7,157.2,23,16,4,1,0,0,48,52
22,Clinic,Urban,O+,6,3,Summer,31.8,4.9,7,12,7,2,0,0,47,42
21,General,Urban,O+,6,9,Monsoon,27.5,53.1,13,14,17,3,0,0,139,83
7,Trauma,Urban,O+,7,12,Winter,13.9,5.7,4,8,14,4,0,0,205,92
16,General,Semi-Urban,A+,2,1,Winter,15.0,2.5,7,8,8,7,0,0,80,59
16,General,Semi-Urban,A+,5,1,Winter,18.1,3.6,4,4,4,2,0,0,84,40
5,General,Urban,A-,1,8,Monsoon,27.8,25.4,9,8,1,10,0,0,136,68
14,Trauma,Semi-Urban,B+,3,7,Monsoon,22.1,30.5,7,13,21,8,0,1,197,94
14,Trauma,Semi-Urban,B-,1,7,Monsoon,23.8,34.1,5,10,11,5,0,0,194,77
10,General,Urban,A+,5,2,Winter,16.9,3.3,7,5,8,9,0,0,163,71
19,Clinic,Rural,B+,5,7,Monsoon,29.9,90.5,15,14,3,3,0,0,20,37
17,Trauma,Semi-Urban,O+,6,7,Monsoon,24.6,97.1,20,20,31,3,0,0,151,118
14,Trauma,Semi-Urban,O-,2,11,Summer,34.4,25.7,5,7,17,1,1,0,182,72
19,Clinic,Rural,B+,3,5,Summer,34.7,7.0,7,8,5,2,0,0,24,29
20,General,Urban,O+,5,5,Summer,33.3,2.6,6,9,13,7,0,0,130,73
15,Trauma,Urban,O+,6,1,Winter,18.8,5.8,8,13,27,9,0,0,262,118
7,Trauma,Urban,O+,7,7,Monsoon,23.0,100.7,16,11,17,2,0,0,223,99
19,Clinic,Rural,B+,1,8,Monsoon,25.0,136.4,17,15,6,1,1,0,22,36
18,Trauma,Semi-Urban,O+,3,4,Summer,38.3,14.1,3,13,17,1,0,0,217,75
25,General,Semi-Urban,O+,1,9,Monsoon,31.5,56.7,8,17,14,7,0,1,97,72
4,Clinic,Semi-Urban,O-,6,12,Winter,20.5,2.2,3,12,1,0,0,0,34,26
11,General,Semi-Urban,O+,1,3,Summer,37.3,6.4,2,8,4,7,0,0,111,53
24,Trauma,Rural,A+,6,7,Monsoon,21.5,197.0,31,14,26,3,0,0,150,96
13,Clinic,Rural,O+,2,9,Monsoon,24.2,312.6,31,16,8,5,0,0,25,58
24,Trauma,Rural,A+,1,1,Winter,17.1,5.1,6,5,13,9,0,0,150,64
1,Trauma,Rural,A+,7,3,Summer,41.2,9.8,6,15,30,3,0,0,150,87
1,Trauma,Rural,B+,4,5,Summer,33.1,6.8,6,6,14,2,0,0,150,60
20,General,Urban,O+,3,2,Winter,20.2,4.5,4,4,8,4,0,1,159,60
9,General,Urban,O-,5,5,Summer,35.1,3.3,8,7,7,6,0,0,92,65
14,Trauma,Semi-Urban,O+,2,2,Winter,19.1,5.0,3,9,22,1,1,0,182,78
11,General,Semi-Urban,O+,5,11,Summer,33.9,6.5,4,9,8,9,0,0,106,61
11,General,Semi-Urban,O-,4,8,Monsoon,23.4,4.3,4,6,6,5,0,0,108,50
24,Trauma,Rural,O+,2,4,Summer,25.9,33.5,4,10,20,4,0,0,150,70
3,Clinic,Urban,AB+,3,10,Summer,37.8,20.8,6,11,5,4,0,0,59,40
20,General,Urban,A+,1,1,Winter,16.2,0.8,4,7,10,6,0,0,150,65
23,General,Semi-Urban,B+,3,8,Monsoon,21.4,161.8,20,10,14,8,0,0,99,76
17,Trauma,Semi-Urban,B+,5,9,Monsoon,28.3,47.6,11,10,23,7,0,0,151,100
10,General,Urban,B+,1,10,Summer,35.3,22.9,5,14,15,6,0,0,139,80
5,General,Urban,O+,1,3,Summer,36.3,11.3,8,11,5,5,0,0,135,65
